method,data_fraction,seed,emotion,precision,recall,f1,support,tp,fp,fn,tn
svm_tfidf,0.05,21,neutral,0.49879227053140096,0.4622271964185786,0.4798141155968632,1787,826,830,961,2810
svm_tfidf,0.05,21,optimism,0.5971223021582733,0.44623655913978494,0.5107692307692308,186,83,56,103,5185
svm_tfidf,0.05,21,pride,0.6,0.1875,0.2857142857142857,16,3,2,13,5409
svm_tfidf,0.05,21,realization,0.14285714285714285,0.013793103448275862,0.025157232704402517,145,2,12,143,5270
svm_tfidf,0.05,21,relief,0.0,0.0,0.0,11,0,0,11,5416
svm_tfidf,0.05,21,remorse,0.578125,0.6607142857142857,0.6166666666666667,56,37,27,19,5344
svm_tfidf,0.05,21,sadness,0.5,0.3525641025641026,0.41353383458646614,156,55,55,101,5216
svm_tfidf,0.05,21,surprise,0.35714285714285715,0.14184397163120568,0.20304568527918782,141,20,36,121,5250
svm_tfidf,0.1,21,admiration,0.5046728971962616,0.5357142857142857,0.519730510105871,504,270,265,234,4658
svm_tfidf,0.1,21,amusement,0.6819787985865724,0.7310606060606061,0.7056672760511883,264,193,90,71,5073
svm_tfidf,0.1,21,anger,0.2961165048543689,0.30808080808080807,0.30198019801980197,198,61,145,137,5084
svm_tfidf,0.1,21,annoyance,0.20784313725490197,0.165625,0.18434782608695652,320,53,202,267,4905
svm_tfidf,0.1,21,approval,0.2254335260115607,0.2222222222222222,0.22381635581061693,351,78,268,273,4808
svm_tfidf,0.1,21,caring,0.24770642201834864,0.2,0.22131147540983606,135,27,82,108,5210
svm_tfidf,0.1,21,confusion,0.1437908496732026,0.1437908496732026,0.1437908496732026,153,22,131,131,5143
svm_tfidf,0.1,21,curiosity,0.12442396313364056,0.09507042253521127,0.10778443113772455,284,27,190,257,4953
svm_tfidf,0.1,21,desire,0.35714285714285715,0.30120481927710846,0.32679738562091504,83,25,45,58,5299
svm_tfidf,0.1,21,disappointment,0.15625,0.09933774834437085,0.1214574898785425,151,15,81,136,5195
svm_tfidf,0.1,21,disapproval,0.1148936170212766,0.10112359550561797,0.10756972111553785,267,27,208,240,4952
svm_tfidf,0.1,21,disgust,0.4186046511627907,0.2926829268292683,0.3444976076555024,123,36,50,87,5254
svm_tfidf,0.1,21,embarrassment,0.21052631578947367,0.10810810810810811,0.14285714285714285,37,4,15,33,5375
svm_tfidf,0.1,21,excitement,0.24175824175824176,0.21359223300970873,0.2268041237113402,103,22,69,81,5255
svm_tfidf,0.1,21,fear,0.5384615384615384,0.358974358974359,0.4307692307692308,78,28,24,50,5325
svm_tfidf,0.1,21,gratitude,0.8788732394366198,0.8863636363636364,0.8826025459688827,352,312,43,40,5032
svm_tfidf,0.1,21,grief,1.0,0.3333333333333333,0.5,6,2,0,4,5421
svm_tfidf,0.1,21,joy,0.45454545454545453,0.4658385093167702,0.4601226993865031,161,75,90,86,5176
svm_tfidf,0.1,21,love,0.6766917293233082,0.7563025210084033,0.7142857142857143,238,180,86,58,5103
svm_tfidf,0.1,21,nervousness,0.4166666666666667,0.21739130434782608,0.2857142857142857,23,5,7,18,5397
svm_tfidf,0.1,21,neutral,0.49736008447729674,0.5271404588696139,0.5118174409127955,1787,942,952,845,2688
svm_tfidf,0.1,21,optimism,0.5283018867924528,0.45161290322580644,0.48695652173913045,186,84,75,102,5166
svm_tfidf,0.1,21,pride,0.6666666666666666,0.125,0.21052631578947367,16,2,1,14,5410
svm_tfidf,0.1,21,realization,0.20652173913043478,0.1310344827586207,0.16033755274261605,145,19,73,126,5209
svm_tfidf,0.1,21,relief,0.0,0.0,0.0,11,0,5,11,5411
svm_tfidf,0.1,21,remorse,0.5833333333333334,0.625,0.603448275862069,56,35,25,21,5346
svm_tfidf,0.1,21,sadness,0.4411764705882353,0.38461538461538464,0.410958904109589,156,60,76,96,5195
svm_tfidf,0.1,21,surprise,0.32710280373831774,0.24822695035460993,0.28225806451612906,141,35,72,106,5214
svm_tfidf,0.25,21,admiration,0.5134680134680135,0.6051587301587301,0.5555555555555556,504,305,289,199,4634
svm_tfidf,0.25,21,amusement,0.6898954703832753,0.75,0.7186932849364791,264,198,89,66,5074
svm_tfidf,0.25,21,anger,0.3220338983050847,0.3838383838383838,0.35023041474654376,198,76,160,122,5069
svm_tfidf,0.25,21,annoyance,0.18580375782881003,0.278125,0.2227784730913642,320,89,390,231,4717
svm_tfidf,0.25,21,approval,0.16546762589928057,0.2621082621082621,0.20286659316427783,351,92,464,259,4612
svm_tfidf,0.25,21,caring,0.18461538461538463,0.26666666666666666,0.21818181818181817,135,36,159,99,5133
svm_tfidf,0.25,21,confusion,0.1702127659574468,0.26143790849673204,0.20618556701030927,153,40,195,113,5079
svm_tfidf,0.25,21,curiosity,0.1276595744680851,0.19014084507042253,0.15275813295615276,284,54,369,230,4774
